id;budget;genres;imdb_id;original_title;overview;popularity;poster_path;production_countries;release_date;title;vote_average;vote_count
13358;2000000;[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];tt0918511;A Dennis the Menace Christmas;A Dennis The Menace version of A Christmas Carol where Mr. Wilson plays his own version of Scrooge. While Dennis has problems of his own with the neighborhood bully, he does his best to try and give Mr. Wilson the Christmas Spirit. Dennis causes his usual damage and Mr. Wilson ends up breaking Dennis' spirit. An Angel of Christmas Past Present and Future steps in to help save Christmas for the Mitchells, the Wilsons, and everyone else.;1.215.778;/hZIijh3ysJ1WynnWyMoDF2IiG89.jpg;[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];10/11/2007;A Dennis the Menace Christmas;4.8;15
85435;12468389;[{'id': 35, 'name': 'Comedy'}];tt1640711;A Few Best Men;A comedy about a groom and his three best men who travel to the Australian outback for a wedding.;6.116.093;/aOUd5BmcBBLIqayVJaYwXNu6jjH.jpg;[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}];14/10/2011;A Few Best Men;5.9;137
413391;0;[{'id': 35, 'name': 'Comedy'}];tt3784652;A Few Less Men;Travel plans for three men in ill-fitting wedding tuxedos goes horribly wrong.;1.475.321;/1FR3KCSLB6b9WMrZPir0JioMvcQ.jpg;[];09/03/2017;A Few Less Men;5.2;11
13246;0;[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}];tt0302596;A Garfield Christmas Special;Garfield, Jon and Odie go to Jon's family farm for Christmas, where Garfield finds a present for Grandma.;1.630.379;/93lz2WnLPK4dDHN6knvnaVkzeHD.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];21/12/1987;A Garfield Christmas Special;6.7;15
51848;0;[{'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}];tt1489248;A Golden Christmas;After a magical summer together, a nine-year-old boy whispers his heart into the ear of a best friend. With a loyal, golden dog by their side, the boy and girl bury a time capsule of keepsakes then they go their separate ways. Years later, looking for a fresh start, a man and woman each return to the place they felt most at home as a child. But a comedic case of unknown identity has them competing for the same childhood memories, and Christmas escapades ensue. For the sake of their happiness, they must discover their common past before they turn each other s lives completely upside-down. Can a golden dog lead them home?;5.648.219;/qYPFNxpnyM4pwe8KF1LUlYr0MiW.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];13/12/2009;A Golden Christmas;3.5;12
236417;0;[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}];tt2315500;A Golden Christmas 3;Heather is a charming free spirit whose self-absorbed fiancé Roger never seems to hear a word that comes out of her mouth. Bobby is a naval officer who comes home from serving overseas, looking to start a new chapter in his life. Both Heather and Bobby long to meet someone who makes them feel like they are at home in this world, but they are starting to doubt that person exists. Thanks to two Golden Retrievers, Bobby's spirited eleven-year-old niece Myra, and a fun-filled theatre production of 'A Christmas Carol,' these two unlucky and unlikely people end up falling in love at Christmas. But can they overcome the issues of their past and present in order to build a future together?;100.752;/gs8xE1ldTd5ecBLFUXVtAl3x5oJ.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];16/10/2013;A Golden Christmas 3;4.6;8
47964;92000000;[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}];tt1606378;A Good Day to Die Hard;Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.;12.471.865;/c2SQMd00CCGTiDxGXVqA2J9lmzF.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];06/02/2013;A Good Day to Die Hard;5.2;3519
15789;0;[{'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}];tt0113198;A Goofy Movie;Though Goofy always means well, his amiable cluelessness and klutzy pratfalls regularly embarrass his awkward adolescent son, Max. When Max's lighthearted prank on his high-school principal finally gets his longtime crush, Roxanne, to notice him, he asks her on a date. Max's trouble at school convinces Goofy that he and the boy need to bond over a cross-country fishing trip like the one he took with his dad when he was Max's age, which throws a kink in his son's plans to impress Roxanne.;10.177.977;/bycmMhO3iIoEDzP768sUjq2RV4T.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];07/04/1995;A Goofy Movie;6.7;404
530;0;[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}];tt0104361;A Grand Day Out;Wallace and Gromit have run out of cheese and this provides an excellent excuse for the animated duo to take their holiday on the moon, where, as everyone knows, there is ample cheese. The moon is inhabited by a mechanical caretaker, who is not too happy about the two visitors from earth that nibble on the moon.;7.617.298;/jgQU84QuFQ4yofDmGYzOsXLEQj9.jpg;[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}];18/05/1990;A Grand Day Out;7.4;199
139038;2500000;[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}];tt2243537;A Haunted House;"A spoof of all the ""found-footage/documentary style"" films released in recent years.";6.531.373;/e2PehlDPj2WEeEuMVJZTOyTnZZZ.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];11/01/2013;A Haunted House;5.4;523
184345;0;[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}];tt2828996;A Haunted House 2;Having exorcised the demons of his ex, Malcolm is starting fresh with his new girlfriend and her two children. After moving into their dream home, however, Malcolm is once again plagued by bizarre paranormal events.;8.172.603;/2c9utC3RGiw5NrqB72YIbp00uiF.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];17/04/2014;A Haunted House 2;5.4;352
14676;0;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}];tt0066049;A Man Called Horse;In 1825 an English aristocrat is captured by Indians. He lives with them and begins to understand/accept their lifestyles. Eventually he is accepted as part of the tribe and becomes their leader.;1.435.552;/8IReudOtlGuE6Z4GCPlTgDOlRO0.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];01/05/1970;A Man Called Horse;6.6;58
14447;0;[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];tt1118511;A Matter of Loaf and Death;Wallace and Gromit have a brand new business - a bakery. Although business is booming, Gromit is concerned by the news that 12 local bakers have 'disappeared' this year - but Wallace isn't worried. He's too distracted and in love with local beauty and bread enthusiast, Piella Bakewell, to be of much help. Gromit must be the sleuth and solve the escalating murder mystery.;10.898.525;/e4L9XUCmNhiwbLICMiISh73PySF.jpg;[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}];03/12/2008;A Matter of Loaf and Death;7.2;120
377;1800000;[{'id': 27, 'name': 'Horror'}];tt0087800;A Nightmare on Elm Street;Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson (Heather Langenkamp) traces the cause to child molester Fred Krueger (Robert Englund), who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen (Johnny Depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world...;13.694.713;/sXFlyjfWv544uKOJmPd2vVsaFm9.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];14/11/1984;A Nightmare on Elm Street;7.2;1212
23437;35000000;[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}];tt1179056;A Nightmare on Elm Street;The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.;1.040.191;/zPdMcikD993AQRd92iNv0Dxb67T.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];30/04/2010;A Nightmare on Elm Street;5.5;771
10131;7000000;[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}];tt0095742;A Nightmare on Elm Street 4: The Dream Master;Dream demon Freddy Krueger is resurrected from his apparent demise, and rapidly tracks down and kills the remainder of the Elm Street kids. However, Kristen, who can draw others into her dreams, wills her special ability to her friend Alice. Alice soon realizes that Freddy is taking advantage of that unknown power to pull a new group of children into his foul domain.;8.120.317;/qmng7zSdklgLv7WECZVK1JPMnIn.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];19/08/1988;A Nightmare on Elm Street 4: The Dream Master;5.8;287
10160;8000000;[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}];tt0097981;A Nightmare on Elm Street 5: The Dream Child;"Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be ""born again"" into the real world. The only one who can stop Freddy is his dead mother, but can Alice free her spirit in time to save her own son?";7.534.739;/vnorsG2pKAVqIMYsDJbKoOr4CsX.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];11/08/1989;A Nightmare on Elm Street 5: The Dream Child;5.5;251
10014;3000000;[{'id': 27, 'name': 'Horror'}];tt0089686;A Nightmare on Elm Street Part 2: Freddy's Revenge;A new family moves into the house on Elm Street, and before long, the kids are again having nightmares about deceased child murderer Freddy Krueger. This time, Freddy attempts to possess a teenage boy to cause havoc in the real world, and can only be overcome if the boy's sweetheart can master her fear.;8.668.146;/seEMZxo6bhHWbWPNcBQfsMAk39F.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];31/10/1985;A Nightmare on Elm Street Part 2: Freddy's Revenge;5.7;367
1594;0;[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];tt0058586;A Shot in the Dark;A Shot in the Dark is the second and more successful film from the Pink Panther film series where both animated and real life sequences are mixed. A cult classic from Blake Edwards based on the play L’Idiot by Marcel Achard and Harry Kurnitz.;6.872.888;/eIHCtW49NgGr4s0WEfpSGFBrJCv.jpg;[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];23/06/1964;A Shot in the Dark;7.2;115
12606;0;[{'id': 35, 'name': 'Comedy'}];tt0118073;A Very Brady Sequel;A man claiming to be Carol Brady's long-lost first husband, Roy Martin, shows up at the suburban Brady residence one evening. An impostor, the man is actually determined to steal the Bradys' familiar horse statue, a $20-million ancient Asian artifact.;9.898.696;/qzsNA9uYrnjeKDnuRNf5rUOCpOH.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];23/08/1996;A Very Brady Sequel;5.8;42
55465;19000000;[{'id': 35, 'name': 'Comedy'}];tt1268799;A Very Harold & Kumar Christmas;Six years have elapsed since Guantanamo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn.;10.724.679;/8zdGMb5lfq2JB5OpipASK85URHC.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];04/11/2011;A Very Harold & Kumar Christmas;6.0;335
707;30000000;[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}];tt0090264;A View to a Kill;A newly developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin.;12.840.798;/veDMW7eX6tat86EapsvGEICJ8Tq.jpg;[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IS', 'name': 'Iceland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];24/05/1985;A View to a Kill;6.0;515
111913;0;[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}];tt0318960;A2;A2 is a continuation of director Tatsuya Mori's film A (1998), an incredible view inside the compound of Japan's Aum Shinrikyo cult after its leaders carried out the deadly sarin gas attacks on the Tokyo subway in 1995. Most followers had no idea that the attacks were being planned, or even that their new religion had violent aspirations. After the attacks, these followers were left to rebuild the religion where they had once found peace in the face of overwhelming, and understandable, condemnation from the rest of Japan. Central focus is placed on Hiroshi Araki, a young man who finds himself elevated to chief spokesman for Aum after its leaders are arrested. Araki faces extreme hostility from the Japanese public, who find it hard to believe that most followers of the cult had no idea of the attacks and even harder to understand why these followers remain devoted to the religion, if not the violence.;0.102332;/yZhsMgsrv4TgvM7qH1SBwtB0if9.jpg;[{'iso_3166_1': 'JP', 'name': 'Japan'}];01/01/2001;A2;0.0;0
193726;0;[{'id': 27, 'name': 'Horror'}];tt2926810;ABCs of Death 2;Taking all that was great from the first installment, ABCs OF DEATH 2 aims to be a wilder, leaner, faster paced and even more entertaining anthology this time around, with a new crop of award-winning, visionary filmmakers from around the globe.;8.254.856;/npN4yjO7MLg1ouMUF4VZ87ChiO1.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'IL', 'name': 'Israel'}, {'iso_3166_1': 'JP', 'name': 'Japan'}];02/10/2014;ABCs of Death 2;5.5;89
248781;0;[{'id': 27, 'name': 'Horror'}];tt5647758;ABCs of Death 2.5;"An anthology of 26 fan entries submitted for inclusion in ABCs of Death 2, each offering various takes on the letter ""M""";1.857.453;/mmtQE4p3fZGnQFOEZ1x9tEM4hL8.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];02/08/2016;ABCs of Death 2.5;5.0;8
2701;10000000;[{'id': 18, 'name': 'Drama'}];tt0109036;Abraham;This engrossing dramatization of the life of Abraham, the most tested servant of God and the father of Judaism, spans from the patriarch's quest for the Promised Land to the sacrifice of his son, Isaac.;1.888.149;/cPeRNJmEzuoW5M1MVfO81VTxz3u.jpg;[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];03/04/1994;Abraham;4.0;1
